antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
APP_DUR_SOCIAL#SUM:m,LOC_LABEL#SUP:work:m,0.33662631338510735,0.979594944419065,0.32983097304705344,0.979813401187447,1.0002230072435823,7.353829657447131e-05,1.0108218710051393,0.0003360964218787417
ACT_DUR_STILL#SUM:m,LOC_LABEL#SUP:work:m,0.33639789858382824,0.979594944419065,0.32960255824577434,0.9797996944491597,1.0002090149926366,6.887747985884207e-05,1.0101359867839308,0.00031490454001427805
ACT_DUR_IN_VEHICLE#SUM:m,LOC_LABEL#SUP:work:m,0.3354461702451652,0.979594944419065,0.3286508299071113,0.9797423821142824,1.0001505088363893,4.945741021045169e-05,1.007278135862231,0.00022644694853987224
LOC_DUR_social#SUM:l,LOC_LABEL#SUP:work:m,0.3352272727272727,0.979594944419065,0.3284224151058322,0.9797007637055334,1.0001080235122397,3.547351080473993e-05,1.0052129688493356,0.00016247935571003764
APP_DUR_INFO#SUM:l,LOC_LABEL#SUP:work:m,0.3348370641084209,0.979594944419065,0.32803220648698034,0.9796771076118469,1.0000838746598786,2.7511282248871005e-05,1.0040428887390933,0.00012608583699509718
ACT_DUR_WALKING#SUM:l,LOC_LABEL#SUP:work:m,0.3342469925384498,0.979594944419065,0.3274421349170093,0.9796412300683373,1.0000472497837356,1.5470839066944464e-05,1.0022734993041127,7.096858860487482e-05
APP_DUR_ENTER#SUM:l,LOC_LABEL#SUP:work:m,0.33412326785442364,0.979594944419065,0.3273184102329831,0.9796336912866379,1.0000395539684985,1.294623001257822e-05,1.00190249829354,5.939898803276354e-05
ACT_DUR_IN_VEHICLE#SUM:l,LOC_LABEL#SUP:work:m,0.33397099132023755,0.979594944419065,0.327166133698797,0.9796244051181213,1.0000300743682111,9.839018868862404e-06,1.001445881665153,4.515338428056184e-05
LOC_DUR_none#SUM:m,LOC_LABEL#SUP:work:m,0.3332667123496269,0.979594944419065,0.326471372011573,0.9796099037610304,1.000015270946477,4.985450715699891e-06,1.000733657251543,2.2903781109441634e-05
LOC_DUR_work#SUM:m,LOC_LABEL#SUP:work:m,0.3332667123496269,0.979594944419065,0.326471372011573,0.9796099037610304,1.000015270946477,4.985450715699891e-06,1.000733657251543,2.2903781109441634e-05
ACT_DUR_STILL#SUM:l,LOC_LABEL#SUP:work:m,0.3335807827013857,0.979594944419065,0.3267759250799452,0.9796005706134095,1.0000057433885061,1.8767903130489927e-06,1.0002758015549307,8.618232143861915e-06
